5.99998, -20.1458, -68.6722, -20.1716, -6.14546, 7.0864
6.08331, -20.1351, -69.557, -21.4797, -7.3016, 7.31988
6.16664, -20.1241, -70.3772, -22.7603, -8.48463, 7.52851
6.24998, -20.1129, -71.1311, -24.0032, -9.68217, 7.71079
6.33331, -20.1015, -71.8175, -25.1992, -10.8814, 7.86598
6.41664, -20.09, -72.4353, -26.3402, -12.0692, 7.99409
6.49997, -20.0784, -72.9835, -27.4194, -13.2329, 8.09582
6.58331, -20.0667, -73.4617, -28.4312, -14.3597, 8.17253
6.66664, -20.055, -73.8694, -29.3707, -15.4375, 8.22608
6.74997, -20.0432, -74.2062, -30.2341, -16.4549, 8.25879
6.83331, -20.0314, -74.472, -31.0186, -17.4012, 8.2733
6.91664, -20.0195, -74.6667, -31.7217, -18.2666, 8.27248
6.99997, -20.0077, -74.7902, -32.3416, -19.0426, 8.25927
7.08331, -19.9959, -74.8426, -32.8772, -19.7216, 8.23664
7.16664, -19.984, -74.8239, -33.3274, -20.2971, 8.20746
7.24997, -19.9722, -74.7342, -33.6915, -20.7641, 8.17442
7.3333, -19.9604, -74.5739, -33.9691, -21.1188, 8.13993
7.41664, -19.9486, -74.3429, -34.1598, -21.3586, 8.10609
7.49997, -19.9368, -74.0418, -34.2635, -21.4823, 8.07464
7.5833, -19.9251, -73.6708, -34.2802, -21.4902, 8.04688
7.66664, -19.9134, -73.2304, -34.2098, -21.3837, 8.02366
7.74997, -19.9018, -72.7212, -34.0526, -21.166, 8.00542
7.8333, -19.8903, -72.1437, -33.8092, -20.8412, 7.99211
7.91664, -19.879, -71.499, -33.4803, -20.4154, 7.98324
7.99997, -19.8677, -70.7879, -33.0672, -19.8955, 7.97796
8.0833, -19.8567, -70.0117, -32.5716, -19.2902, 7.97503
8.16663, -19.8459, -69.1718, -31.9961, -18.6092, 7.97294
8.24997, -19.8353, -68.2701, -31.3441, -17.8636, 7.96998
8.3333, -19.825, -67.3085, -30.6198, -17.0653, 7.96433
8.41663, -19.8151, -66.2896, -29.829, -16.2274, 7.95417
8.49997, -19.8056, -65.216, -28.9785, -15.3635, 7.9378
8.5833, -19.7966, -64.0912, -28.0768, -14.4876, 7.91372
8.66663, -19.7881, -62.9188, -27.1337, -13.6138, 7.88078
8.74997, -19.7803, -61.7032, -26.1607, -12.7559, 7.83823
8.8333, -19.7732, -60.4491, -25.1705, -11.9271, 7.7858
8.91663, -19.7668, -59.1619, -24.1771, -11.1395, 7.72372
8.99996, -19.7614, -57.8473, -23.1954, -10.4041, 7.6527
9.0833, -19.7569, -56.5119, -22.2407, -9.72994, 7.57389
9.16663, -19.7535, -55.1623, -21.3284, -9.12432, 7.48882
9.24996, -19.7513, -53.8057, -20.4732, -8.59243, 7.39922
9.3333, -19.7502, -52.4495, -19.6889, -8.13736, 7.30694
9.41663, -19.7504, -51.1013, -18.9877, -7.76012, 7.21383
9.49996, -19.7519, -49.7687, -18.3794, -7.4597, 7.12154
9.5833, -19.7547, -48.4592, -17.8715, -7.23338, 7.03149
9.66663, -19.7587, -47.1801, -17.4688, -7.07692, 6.94477
9.74996, -19.7641, -45.9383, -17.173, -6.98482, 6.86211
9.83329, -19.7707, -44.7402, -16.9833, -6.95071, 6.78388
9.91663, -19.7784, -43.5918, -16.8957, -6.96758, 6.71012
9.99996, -19.7872, -42.4984, -16.9038, -7.02807, 6.64065
10.0833, -19.7971, -41.4645, -16.9992, -7.1247, 6.57508
10.1666, -19.8078, -40.4942, -17.1715, -7.25012, 6.51296
10.25, -19.8194, -39.5907, -17.4089, -7.39717, 6.45384
10.3333, -19.8316, -38.7568, -17.6985, -7.55911, 6.39735
10.4166, -19.8445, -37.9944, -18.0268, -7.72963, 6.34326
10.5, -19.8579, -37.3051, -18.3803, -7.90289, 6.29157
10.5833, -19.8717, -36.6899, -18.7452, -8.0736, 6.24245
10.6666, -19.8858, -36.1495, -19.1084, -8.23698, 6.19632
10.75, -19.9003, -35.6842, -19.4571, -8.38875, 6.15379
10.8333, -19.915, -35.2939, -19.7796, -8.52511, 6.11562
10.9166, -19.9298, -34.9785, -20.0649, -8.64274, 6.08271
11, -19.9447, -34.7375, -20.3033, -8.73871, 6.05598
11.0833, -19.9597, -34.5705, -20.4862, -8.81051, 6.03635
11.1666, -19.9747, -34.4767, -20.606, -8.85597, 6.02463
11.25, -19.9896, -34.4555, -20.6567, -8.87332, 6.02149
11.3333, -20.0046, -34.5061, -20.6336, -8.86108, 6.02739
11.4166, -20.0194, -34.6279, -20.5332, -8.81814, 6.04253
11.5, -20.034, -34.82, -20.3534, -8.74374, 6.06681
11.5833, -20.0486, -35.0816, -20.0939, -8.63749, 6.09985
11.6666, -20.0629, -35.412, -19.7555, -8.49941, 6.14094
11.75, -20.077, -35.8104, -19.3409, -8.32996, 6.18915
11.8333, -20.0908, -36.2759, -18.8542, -8.13006, 6.2433
11.9166, -20.1042, -36.8077, -18.3011, -7.90117, 6.30209
12, -20.1174, -37.4047, -17.6892, -7.64532, 6.36414
12.0833, -20.1301, -38.0658, -17.0274, -7.36508, 6.42813
12.1666, -20.1423, -38.79, -16.3264, -7.0637, 6.49287
12.25, -20.154, -39.5756, -15.5982, -6.745, 6.55742
12.3333, -20.1651, -40.4213, -14.8561, -6.41347, 6.62115
12.4166, -20.1755, -41.3249, -14.1146, -6.07414, 6.68387
12.5, -20.1852, -42.2845, -13.3887, -5.73264, 6.7458
12.5833, -20.1941, -43.2973, -12.694, -5.3951, 6.80768
12.6666, -20.2021, -44.3606, -12.0464, -5.06809, 6.87067
12.75, -20.2093, -45.4709, -11.461, -4.75853, 6.93636
12.8333, -20.2155, -46.6245, -10.9525, -4.4736, 7.00665
12.9166, -20.2207, -47.8171, -10.5346, -4.22068, 7.08368
12.9999, -20.2248, -49.0439, -10.2193, -4.00719, 7.16965
13.0833, -20.2278, -50.2997, -10.0169, -3.8405, 7.26673
13.1666, -20.2297, -51.5789, -9.93533, -3.72778, 7.37685
13.2499, -20.2306, -52.8756, -9.98052, -3.6759, 7.5016
13.3333, -20.2302, -54.1833, -10.1557, -3.69125, 7.64206
13.4166, -20.2288, -55.4956, -10.4616, -3.77961, 7.79873
13.4999, -20.2262, -56.8059, -10.8962, -3.94594, 7.97139
13.5833, -20.2226, -58.1073, -11.4552, -4.19432, 8.15913
13.6666, -20.218, -59.3933, -12.1318, -4.52766, 8.36031
13.7499, -20.2124, -60.6574, -12.9172, -4.94769, 8.57259
13.8333, -20.2059, -61.8934, -13.8007, -5.45471, 8.79305
13.9166, -20.1986, -63.0954, -14.7702, -6.04759, 9.01826
13.9999, -20.1905, -64.2581, -15.8123, -6.72363, 9.24446
14.0833, -20.1817, -65.3763, -16.913, -7.47861, 9.46774
14.1666, -20.1723, -66.4457, -18.0578, -8.30673, 9.68415
14.2499, -20.1625, -67.4622, -19.2325, -9.20074, 9.88992
14.3333, -20.1521, -68.4225, -20.4227, -10.152, 10.0816
14.4166, -20.1415, -69.3234, -21.6152, -11.1508, 10.2563
14.4999, -20.1305, -70.1625, -22.7971, -12.1863, 10.4115
14.5833, -20.1192, -70.9376, -23.9567, -13.2468, 10.5456
14.6666, -20.1078, -71.6471, -25.0835, -14.3201, 10.6575
14.7499, -20.0962, -72.2896, -26.1682, -15.3937, 10.7468
14.8333, -20.0845, -72.8641, -27.2024, -16.4551, 10.8139
14.9166, -20.0728, -73.3695, -28.1792, -17.4916, 10.8599
14.9999, -20.0609, -73.8054, -29.0926, -18.4912, 10.8861
15.0833, -20.0491, -74.1713, -29.9377, -19.4422, 10.8947
15.1666, -20.0372, -74.4668, -30.7104, -20.3337, 10.8879
15.2499, -20.0253, -74.6917, -31.4076, -21.1555, 10.8686
15.3333, -20.0133, -74.846, -32.0265, -21.8986, 10.8393
15.4166, -20.0014, -74.9295, -32.5651, -22.5547, 10.8031
15.4999, -19.9895, -74.9423, -33.0219, -23.1169, 10.7627
15.5833, -19.9776, -74.8844, -33.3955, -23.5794, 10.7207
15.6666, -19.9657, -74.7561, -33.6851, -23.9376, 10.6796
15.7499, -19.9538, -74.5574, -33.8897, -24.1882, 10.6415
15.8333, -19.942, -74.2885, -34.0088, -24.3293, 10.6083
15.9166, -19.9302, -73.9499, -34.0419, -24.3601, 10.5812
15.9999, -19.9185, -73.5419, -33.9887, -24.2815, 10.5614
16.0833, -19.9068, -73.0649, -33.8491, -24.0955, 10.5492
16.1666, -19.8953, -72.5195, -33.6233, -23.8057, 10.5446
16.2499, -19.8838, -71.9066, -33.3115, -23.4169, 10.5473
16.3333, -19.8725, -71.227, -32.9145, -22.9353, 10.5564
16.4166, -19.8613, -70.4818, -32.4338, -22.3688, 10.5706
16.4999, -19.8503, -69.6722, -31.8712, -21.7261, 10.5882
16.5833, -19.8396, -68.8, -31.2296, -21.0175, 10.6075
16.6666, -19.8291, -67.8669, -30.5128, -20.2542, 10.6264
16.7499, -19.819, -66.8753, -29.7257, -19.4486, 10.6427
16.8333, -19.8093, -65.8276, -28.8746, -18.6137, 10.6544
16.9166, -19.8, -64.727, -27.9673, -17.7628, 10.6595
16.9999, -19.7912, -63.5769, -27.0131, -16.9099, 10.6565
17.0833, -19.783, -62.3814, -26.0228, -16.0685, 10.6441
17.1666, -19.7755, -61.145, -25.009, -15.2516, 10.6213
17.2499, -19.7687, -59.8727, -23.9853, -14.4717, 10.588
17.3333, -19.7628, -58.5702, -22.9667, -13.7396, 10.5444
17.4166, -19.7578, -57.2434, -21.9687, -13.065, 10.4911
17.4999, -19.7538, -55.8991, -21.0072, -12.4555, 10.4294
17.5832, -19.751, -54.5442, -20.0978, -11.9167, 10.3607
17.6666, -19.7493, -53.186, -19.255, -11.4525, 10.2868
17.7499, -19.7488, -51.832, -18.4923, -11.0641, 10.2093
17.8332, -19.7497, -50.4898, -17.8208, -10.7514, 10.13
17.9166, -19.7518, -49.1669, -17.2495, -10.5118, 10.0504
17.9999, -19.7553, -47.8709, -16.7846, -10.3418, 9.97175
18.0832, -19.76, -46.6087, -16.4293, -10.2361, 9.89503
18.1666, -19.766, -45.3871, -16.1839, -10.1887, 9.82082
18.2499, -19.7732, -44.2123, -16.0457, -10.1928, 9.7494
18.3332, -19.7816, -43.0899, -16.0093, -10.2413, 9.68078
18.4166, -19.7909, -42.0247, -16.0671, -10.3268, 9.61477
18.4999, -19.8013, -41.0212, -16.2091, -10.4422, 9.55108
18.5832, -19.8125, -40.0829, -16.4239, -10.5805, 9.48939
18.6666, -19.8244, -39.2129, -16.6989, -10.7349, 9.42945
18.7499, -19.837, -38.4133, -17.0204, -10.8994, 9.37112
18.8332, -19.8502, -37.6861, -17.3747, -11.0681, 9.31447
18.9166, -19.8638, -37.0325, -17.7477, -11.236, 9.25975
18.9999, -19.8779, -36.4534, -18.1256, -11.3983, 9.20746
19.0832, -19.8922, -35.9491, -18.4954, -11.5509, 9.15831
19.1666, -19.9068, -35.5198, -18.8445, -11.6901, 9.11318
19.2499, -19.9215, -35.1654, -19.1614, -11.8128, 9.07308
19.3332, -19.9364, -34.8856, -19.4354, -11.916, 9.03911
19.4166, -19.9513, -34.6798, -19.6573, -11.9975, 9.01235
19.4999, -19.9663, -34.5476, -19.8189, -12.055, 8.99384
19.5832, -19.9813, -34.4882, -19.9131, -12.0867, 8.98444
19.6665, -19.9962, -34.501, -19.9346, -12.0914, 8.98486
19.7499, -20.0111, -34.5851, -19.879, -12.0676, 8.99549
19.8332, -20.0258, -34.7399, -19.7435, -12.0147, 9.01645
19.9165, -20.0404, -34.9646, -19.5267, -11.9319, 9.04754
19.9999, -20.0548, -35.2583, -19.2288, -11.819, 9.08821
20.0832, -20.069, -35.6203, -18.8514, -11.6762, 9.1376
20.1665, -20.083, -36.0497, -18.3978, -11.5039, 9.19457
20.2499, -20.0966, -36.5458, -17.8728, -11.3032, 9.25778
20.3332, -20.1099, -37.1076, -17.283, -11.0754, 9.32574
20.4165, -20.1229, -37.7339, -16.6366, -10.8226, 9.39692
20.4999, -20.1354, -38.4238, -15.9434, -10.5472, 9.46987
20.5832, -20.1474, -39.1759, -15.2147, -10.2525, 9.54329
20.6665, -20.1588, -39.9887, -14.4632, -9.94211, 9.61614
20.7499, -20.1696, -40.8605, -13.7029, -9.62033, 9.68776
20.8332, -20.1797, -41.7892, -12.9487, -9.29205, 9.75791
20.9165, -20.1891, -42.7724, -12.2161, -8.96267, 9.82682
20.9999, -20.1977, -43.8075, -11.521, -8.63807, 9.89519
21.0832, -20.2054, -44.8914, -10.8791, -8.32455, 9.96418
21.1665, -20.2121, -46.0204, -10.3059, -8.02872, 10.0353
21.2499, -20.2179, -47.1905, -9.81562, -7.75749, 10.1105
21.3332, -20.2226, -48.3974, -9.42158, -7.51787, 10.1918
21.4165, -20.2263, -49.6359, -9.13525, -7.31696, 10.2812
21.4999, -20.2289, -50.9007, -8.96622, -7.16176, 10.3808
21.5832, -20.2303, -52.1861, -8.92178, -7.0591, 10.4923
21.6665, -20.2306, -53.4859, -9.00683, -7.01546, 10.6171
21.7499, -20.2298, -54.7937, -9.22373, -7.0369, 10.756
21.8332, -20.2279, -56.1029, -9.57218, -7.12881, 10.9093
21.9165, -20.2248, -57.4069, -10.0494, -7.29585, 11.0766
21.9998, -20.2208, -58.699, -10.6499, -7.54168, 11.2567
22.0832, -20.2157, -59.9727, -11.3663, -7.86894, 11.4478
22.1665, -20.2097, -61.2216, -12.1889, -8.27901, 11.6475
22.2498, -20.2028, -62.4398, -13.1064, -8.77195, 11.8529
22.3332, -20.1951, -63.6215, -14.106, -9.34634, 12.0605
22.4165, -20.1866, -64.7617, -15.174, -9.99929, 12.2666
22.4998, -20.1776, -65.8554, -16.2961, -10.7264, 12.4676
22.5832, -20.1679, -66.8985, -17.4578, -11.5218, 12.6598
22.6665, -20.1578, -67.8873, -18.6445, -12.3782, 12.8396
22.7498, -20.1473, -68.8184, -19.8421, -13.2871, 13.0041
22.8332, -20.1364, -69.6892, -21.0373, -14.2387, 13.1507
22.9165, -20.1252, -70.4972, -22.2176, -15.2223, 13.2773
22.9998, -20.1139, -71.2405, -23.3714, -16.2267, 13.3828
23.0832, -20.1023, -71.9177, -24.4885, -17.2399, 13.4666
23.1665, -20.0906, -72.5274, -25.5598, -18.2497, 13.5286
23.2498, -20.0789, -73.0686, -26.5773, -19.2441, 13.5698
23.3332, -20.067, -73.5407, -27.5343, -20.211, 13.5913
23.4165, -20.0551, -73.9429, -28.425, -21.1387, 13.5951
23.4998, -20.0432, -74.2751, -29.2448, -22.0162, 13.5835
23.5832, -20.0313, -74.5368, -29.9897, -22.8331, 13.5589
23.6665, -20.0193, -74.7279, -30.6567, -23.5799, 13.5243
23.7498, -20.0074, -74.8483, -31.2432, -24.2482, 13.4825
23.8332, -19.9954, -74.898, -31.7474, -24.8303, 13.4364
23.9165, -19.9835, -74.877, -32.1677, -25.32, 13.3888
23.9998, -19.9716, -74.7854, -32.5027, -25.712, 13.3423
24.0831, -19.9597, -74.6234, -32.7517, -26.0025, 13.2993
24.1665, -19.9478, -74.3911, -32.9137, -26.1889, 13.2616
24.2498, -19.936, -74.0888, -32.9882, -26.2698, 13.231
24.3331, -19.9242, -73.7169, -32.9748, -26.2452, 13.2087
24.4165, -19.9125, -73.2757, -32.8732, -26.1165, 13.1952
24.4998, -19.9008, -72.7658, -32.6834, -25.8864, 13.1908
24.5831, -19.8893, -72.1879, -32.4056, -25.5592, 13.1953
24.6665, -19.8779, -71.5428, -32.0406, -25.1403, 13.208
24.7498, -19.8666, -70.8314, -31.5892, -24.6366, 13.2276
24.8331, -19.8555, -70.0549, -31.0534, -24.0564, 13.2527
24.9165, -19.8446, -69.2149, -30.4356, -23.409, 13.2814
24.9998, -19.834, -68.3129, -29.7393, -22.705, 13.3116
