0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.033333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.066666, 2.5194e-09, -3.82576e-10, 1.32831e-11, 5.1788e-10, -2.27544e-10, 1.93642e-11, 2.51939e-09, -3.82574e-10, 1.32826e-11, 5.17877e-10, -2.27542e-10, 1.9364e-11
0.099999, 1.19301e-08, -1.85895e-09, 6.8377e-11, 2.39229e-09, -1.05905e-09, 9.4871e-11, 1.193e-08, -1.85894e-09, 6.83753e-11, 2.39228e-09, -1.05904e-09, 9.48704e-11
0.133332, 3.14538e-08, -4.98482e-09, 1.89703e-10, 6.20006e-09, -2.75902e-09, 2.55828e-10, 3.14536e-08, -4.9848e-09, 1.89702e-10, 6.20002e-09, -2.759e-09, 2.55826e-10
0.166665, 6.5287e-08, -1.04348e-08, 4.03447e-10, 1.27551e-08, -5.69137e-09, 5.37114e-10, 6.52869e-08, -1.04348e-08, 4.03446e-10, 1.27551e-08, -5.69136e-09, 5.37113e-10
0.199998, 1.1065e-07, -1.78505e-08, 7.02182e-10, 2.14044e-08, -9.57987e-09, 9.21742e-10, 1.1065e-07, -1.78505e-08, 7.02181e-10, 2.14044e-08, -9.57986e-09, 9.21742e-10
0.233331, 1.71673e-07, -2.77823e-08, 1.09845e-09, 3.30926e-08, -1.48268e-08, 1.43646e-09, 1.71672e-07, -2.77822e-08, 1.09845e-09, 3.30926e-08, -1.48267e-08, 1.43646e-09
0.266664, 2.48744e-07, -4.03871e-08, 1.60609e-09, 4.77772e-08, -2.14301e-08, 2.09076e-09, 2.48744e-07, -4.0387e-08, 1.60607e-09, 4.77771e-08, -2.143e-08, 2.09075e-09
0.299997, 3.42242e-07, -5.56939e-08, 2.223e-09, 6.55677e-08, -2.9433e-08, 2.88592e-09, 3.42241e-07, -5.56938e-08, 2.223e-09, 6.55676e-08, -2.9433e-08, 2.88591e-09
0.33333, 4.52044e-07, -7.36955e-08, 2.9502e-09, 8.64266e-08, -3.88213e-08, 3.82169e-09, 4.52043e-07, -7.36953e-08, 2.95019e-09, 8.64263e-08, -3.88211e-08, 3.82167e-09
0.366663, 5.78059e-07, -9.43671e-08, 3.78554e-09, 1.10347e-07, -4.95899e-08, 4.89684e-09, 5.78058e-07, -9.43668e-08, 3.78554e-09, 1.10347e-07, -4.95899e-08, 4.89683e-09
0.399996, 7.19741e-07, -1.17623e-07, 4.72572e-09, 1.37221e-07, -6.16913e-08, 6.10695e-09, 7.1974e-07, -1.17622e-07, 4.72567e-09, 1.3722e-07, -6.16912e-08, 6.10693e-09
0.433329, 8.76381e-07, -1.43339e-07, 5.76465e-09, 1.66919e-07, -7.50663e-08, 7.4458e-09, 8.7638e-07, -1.43339e-07, 5.76463e-09, 1.66918e-07, -7.50661e-08, 7.44579e-09
0.466662, 1.04704e-06, -1.71361e-07, 6.89524e-09, 1.99266e-07, -8.96359e-08, 8.90534e-09, 1.04704e-06, -1.7136e-07, 6.89522e-09, 1.99265e-07, -8.96358e-08, 8.90533e-09
0.499995, 1.23054e-06, -2.01487e-07, 8.10754e-09, 2.34039e-07, -1.053e-07, 1.04756e-08, 1.23054e-06, -2.01487e-07, 8.10757e-09, 2.34039e-07, -1.053e-07, 1.04756e-08
0.533328, 1.42541e-06, -2.33471e-07, 9.38925e-09, 2.70965e-07, -1.21935e-07, 1.21439e-08, 1.42541e-06, -2.33471e-07, 9.38922e-09, 2.70965e-07, -1.21934e-07, 1.21439e-08
0.566661, 1.6299e-06, -2.67018e-07, 1.0725e-08, 3.09716e-07, -1.39392e-07, 1.38958e-08, 1.6299e-06, -2.67018e-07, 1.0725e-08, 3.09716e-07, -1.39392e-07, 1.38958e-08
0.599994, 1.84193e-06, -3.01775e-07, 1.20958e-08, 3.499e-07, -1.57497e-07, 1.57137e-08, 1.84193e-06, -3.01775e-07, 1.20958e-08, 3.49899e-07, -1.57496e-07, 1.57136e-08
0.633327, 2.0591e-06, -3.37332e-07, 1.34785e-08, 3.91065e-07, -1.76045e-07, 1.75775e-08, 2.0591e-06, -3.37332e-07, 1.34785e-08, 3.91065e-07, -1.76045e-07, 1.75775e-08
0.66666, 2.27862e-06, -3.73214e-07, 1.48456e-08, 4.32689e-07, -1.94802e-07, 1.94642e-08, 2.27862e-06, -3.73214e-07, 1.48455e-08, 4.32689e-07, -1.94802e-07, 1.94641e-08
0.699993, 2.49732e-06, -4.08879e-07, 1.61652e-08, 4.74175e-07, -2.135e-07, 2.13474e-08, 2.49732e-06, -4.08879e-07, 1.61651e-08, 4.74175e-07, -2.135e-07, 2.13475e-08
0.733326, 2.71163e-06, -4.43717e-07, 1.74001e-08, 5.14857e-07, -2.3184e-07, 2.3198e-08, 2.71164e-06, -4.43717e-07, 1.74002e-08, 5.14857e-07, -2.3184e-07, 2.31979e-08
0.766659, 2.91763e-06, -4.77049e-07, 1.85106e-08, 5.53992e-07, -2.49489e-07, 2.49831e-08, 2.91762e-06, -4.77049e-07, 1.85105e-08, 5.53993e-07, -2.49489e-07, 2.49831e-08
