0, 0, 0, 0, 0, 0, 0, 0, 0
0.033333, 1.29762e-08, 4.2034e-09, 1.29762e-08, 4.2034e-09, 0, 0, 0, 0
0.066666, 5.19915e-08, 1.67814e-08, 5.19915e-08, 1.67814e-08, 0, 0, 0, 0
0.099999, 1.18151e-07, 3.81564e-08, 1.18151e-07, 3.81564e-08, 0, 0, 0, 0
0.133332, 2.13795e-07, 6.91771e-08, 2.13795e-07, 6.91769e-08, 0, 0, 0, 0
0.166665, 3.45942e-07, 1.12015e-07, 3.45942e-07, 1.12015e-07, 0, 0, 0, 0
0.199998, 5.00898e-07, 1.62007e-07, 5.00898e-07, 1.62007e-07, 0, 0, 0, 0
0.233331, 7.19927e-07, 2.32324e-07, 7.19927e-07, 2.32325e-07, 0, 0, 0, 0
0.266664, 9.69383e-07, 3.11318e-07, 9.69383e-07, 3.11317e-07, 0, 0, 0, 0
0.299997, 1.27615e-06, 4.07797e-07, 1.27615e-06, 4.07797e-07, 0, 0, 0, 0
0.33333, 1.6402e-06, 5.20762e-07, 1.6402e-06, 5.20762e-07, 0, 0, 0, 0
0.366663, 2.06516e-06, 6.51053e-07, 2.06516e-06, 6.51053e-07, 0, 0, 0, 0
0.399996, 2.56046e-06, 8.01122e-07, 2.56046e-06, 8.01121e-07, 0, 0, 0, 0
0.433329, 3.13466e-06, 9.73089e-07, 3.13466e-06, 9.7309e-07, 0, 0, 0, 0
0.466662, 3.78897e-06, 1.16685e-06, 3.78897e-06, 1.16684e-06, 0, 0, 0, 0
0.499995, 4.53128e-06, 1.38433e-06, 4.53128e-06, 1.38433e-06, 0, 0, 0, 0
0.533328, 5.36612e-06, 1.62654e-06, 5.36612e-06, 1.62653e-06, 0, 0, 0, 0
0.566661, 6.29902e-06, 1.89452e-06, 6.29902e-06, 1.89453e-06, 0, 0, 0, 0
0.599994, 7.33459e-06, 2.18939e-06, 7.3346e-06, 2.18937e-06, 0, 0, 0, 0
0.633327, 8.47685e-06, 2.51187e-06, 8.47684e-06, 2.51189e-06, 0, 0, 0, 0
0.66666, 9.72978e-06, 2.86281e-06, 9.72978e-06, 2.86281e-06, 0, 0, 0, 0
0.699993, 1.10963e-05, 3.24268e-06, 1.10963e-05, 3.24268e-06, 0, 0, 0, 0
0.733326, 1.25791e-05, 3.652e-06, 1.25791e-05, 3.652e-06, 0, 0, 0, 0
0.766659, 1.41798e-05, 4.09097e-06, 1.41797e-05, 4.09098e-06, 0, 0, 0, 0
0.799992, 1.58995e-05, 4.55945e-06, 1.58994e-05, 4.55948e-06, 0, 0, 0, 0
0.833325, 1.77382e-05, 5.05765e-06, 1.77382e-05, 5.05759e-06, 0, 0, 0, 0
0.866658, 1.96954e-05, 5.5848e-06, 1.96954e-05, 5.58481e-06, 0, 0, 0, 0
0.899991, 2.17693e-05, 6.14029e-06, 2.17693e-05, 6.14035e-06, 0, 0, 0, 0
0.933324, 2.39575e-05, 6.7235e-06, 2.39575e-05, 6.72345e-06, 0, 0, 0, 0
0.966657, 2.6256e-05, 7.33302e-06, 2.6256e-05, 7.33302e-06, 0, 0, 0, 0
0.99999, 2.86607e-05, 7.96699e-06, 2.86606e-05, 7.96712e-06, 0, 0, 0, 0
1.03332, 3.11652e-05, 8.62517e-06, 3.11652e-05, 8.62497e-06, 0, 0, 0, 0
1.06666, 3.37635e-05, 9.30357e-06, 3.37635e-05, 9.30375e-06, 0, 0, 0, 0
1.09999, 3.64472e-05, 1.00018e-05, 3.64472e-05, 1.00016e-05, 0, 0, 0, 0
1.13332, 3.92077e-05, 1.0716e-05, 3.92077e-05, 1.07161e-05, 0, 0, 0, 0
1.16665, 4.20355e-05, 1.14447e-05, 4.20355e-05, 1.14446e-05, 0, 0, 0, 0
1.19999, 4.49196e-05, 1.21836e-05, 4.49196e-05, 1.21837e-05, 0, 0, 0, 0
1.23332, 4.78487e-05, 1.29308e-05, 4.78486e-05, 1.29308e-05, 0, 0, 0, 0
1.26665, 5.08103e-05, 1.36826e-05, 5.08104e-05, 1.36825e-05, 0, 0, 0, 0
1.29999, 5.37924e-05, 1.44347e-05, 5.37922e-05, 1.4435e-05, 0, 0, 0, 0
1.33332, 5.67803e-05, 1.51864e-05, 5.67805e-05, 1.51859e-05, 0, 0, 0, 0
1.36665, 5.97622e-05, 1.59298e-05, 5.9762e-05, 1.59305e-05, 0, 0, 0, 0
1.39999, 6.27228e-05, 1.66668e-05, 6.2723e-05, 1.66662e-05, 0, 0, 0, 0
1.43332, 6.56498e-05, 1.73887e-05, 6.56496e-05, 1.73892e-05, 0, 0, 0, 0
1.46665, 6.85285e-05, 1.80977e-05, 6.85287e-05, 1.8097e-05, 0, 0, 0, 0
1.49998, 7.13473e-05, 1.87848e-05, 7.13471e-05, 1.87858e-05, 0, 0, 0, 0
1.53332, 7.40923e-05, 1.94541e-05, 7.40925e-05, 1.94533e-05, 0, 0, 0, 0
1.56665, 7.67532e-05, 2.00964e-05, 7.67531e-05, 2.00968e-05, 0, 0, 0, 0
1.59998, 7.93185e-05, 2.07147e-05, 7.93185e-05, 2.07145e-05, 0, 0, 0, 0
1.63332, 8.17788e-05, 2.13038e-05, 8.17787e-05, 2.13041e-05, 0, 0, 0, 0
1.66665, 8.41253e-05, 2.18652e-05, 8.41253e-05, 2.18649e-05, 0, 0, 0, 0
1.69998, 8.63516e-05, 2.23948e-05, 8.63513e-05, 2.23953e-05, 0, 0, 0, 0
1.73331, 8.84507e-05, 2.28951e-05, 8.84508e-05, 2.28946e-05, 0, 0, 0, 0
1.76665, 9.04191e-05, 2.33636e-05, 9.04192e-05, 2.33636e-05, 0, 0, 0, 0
1.79998, 9.22535e-05, 2.38012e-05, 9.22534e-05, 2.38012e-05, 0, 0, 0, 0
1.83331, 9.39519e-05, 2.42084e-05, 9.39519e-05, 2.42086e-05, 0, 0, 0, 0
1.86665, 9.55142e-05, 2.45866e-05, 9.55141e-05, 2.45865e-05, 0, 0, 0, 0
1.89998, 9.6941e-05, 2.49359e-05, 9.6941e-05, 2.49361e-05, 0, 0, 0, 0
1.93331, 9.82348e-05, 2.52585e-05, 9.82348e-05, 2.52584e-05, 0, 0, 0, 0
1.96665, 9.93984e-05, 2.55558e-05, 9.93984e-05, 2.55555e-05, 0, 0, 0, 0
1.99998, 0.000100436, 2.58283e-05, 0.000100436, 2.58284e-05, 0, 0, 0, 0
2.03331, 0.000101354, 2.608e-05, 0.000101353, 2.608e-05, 0, 0, 0, 0
2.06664, 0.000102156, 2.63113e-05, 0.000102156, 2.63113e-05, 0, 0, 0, 0
