4.94066e-324, 0, 0, 0, 0, 0, 0
0.0066667, 0, 0, 0, 0, 0, 0
0.0133334, -1.17766e-29, -4.2798e-06, 2.74808e-06, 1.59892e-15, 1.41382e-07, 2.20185e-07
0.0200001, 6.63437e-28, -2.0253e-05, 1.30046e-05, 5.41264e-14, 7.01692e-07, 1.0928e-06
0.0266668, -6.48683e-27, -5.342e-05, 3.43013e-05, 5.53278e-13, 1.95014e-06, 3.0371e-06
0.0333335, 7.12324e-26, -0.000107968, 6.9327e-05, 3.14687e-12, 4.14997e-06, 6.46306e-06
0.0400002, 5.79265e-25, -0.000187175, 0.000120186, 1.25784e-11, 7.55974e-06, 1.17734e-05
0.0466669, 9.93367e-25, -0.00029371, 0.000188593, 3.97048e-11, 1.24349e-05, 1.93658e-05
0.0533336, -1.93905e-24, -0.000429789, 0.00027597, 1.05833e-10, 1.90274e-05, 2.96327e-05
0.0600003, -4.22826e-24, -0.000597322, 0.000383544, 2.48454e-10, 2.75861e-05, 4.29619e-05
0.066667, 3.10566e-24, -0.000798009, 0.000512407, 5.28412e-10, 3.83577e-05, 5.97373e-05
0.0733337, -1.65451e-23, -0.00103339, 0.000663544, 1.03852e-09, 5.15859e-05, 8.03386e-05
0.0800004, -2.153e-23, -0.00130488, 0.000837872, 1.91357e-09, 6.75117e-05, 0.000105141
0.0866671, -1.00096e-23, -0.00161383, 0.00103625, 3.34182e-09, 8.63737e-05, 0.000134516
0.0933338, 1.00099e-22, -0.0019615, 0.00125949, 5.57778e-09, 0.000108407, 0.000168831
0.1, 1.04107e-22, -0.00234911, 0.00150838, 8.95636e-09, 0.000133846, 0.000208448
0.106667, -1.3043e-22, -0.00277784, 0.00178367, 1.39083e-08, 0.000162919, 0.000253726
0.113334, -1.74501e-22, -0.00324884, 0.0020861, 2.09771e-08, 0.000195854, 0.000305018
0.120001, -1.41263e-22, -0.00376321, 0.00241638, 3.08365e-08, 0.000232874, 0.000362673
0.126667, -7.63071e-22, -0.00432204, 0.00277521, 4.431e-08, 0.000274202, 0.000427035
0.133334, 1.361e-22, -0.0049264, 0.00316327, 6.2391e-08, 0.000320055, 0.000498446
