0, 0, 0, 0, 0
0.033333, 0, 0, 2.1081e-08, -8.9693e-09
0.066666, 1.79304e-11, -6.10255e-12, 9.94691e-09, -4.0505e-09
0.099999, 6.20958e-11, -2.12057e-11, 1.23766e-08, -5.32243e-09
0.133332, 1.27527e-10, -4.36284e-11, 9.58466e-09, -3.99714e-09
0.166665, 2.35534e-10, -8.06257e-11, 8.68044e-09, -3.78399e-09
0.199998, 3.20959e-10, -1.10062e-10, 7.43876e-09, -3.21183e-09
0.233331, 4.58375e-10, -1.57115e-10, 6.17515e-09, -2.78658e-09
0.266664, 6.0443e-10, -2.07379e-10, 5.11309e-09, -2.35938e-09
0.299997, 7.77345e-10, -2.66729e-10, 3.9299e-09, -1.94326e-09
0.33333, 9.63028e-10, -3.30584e-10, 2.91298e-09, -1.5629e-09
0.366663, 1.169e-09, -4.0134e-10, 1.84648e-09, -1.18317e-09
0.399996, 1.38857e-09, -4.76811e-10, 8.85264e-10, -8.30726e-10
0.433329, 1.62297e-09, -5.5734e-10, -6.21302e-11, -4.84938e-10
0.466662, 1.86925e-09, -6.41949e-10, -9.25702e-10, -1.58794e-10
0.499995, 2.12594e-09, -7.30096e-10, -1.7324e-09, 1.55829e-10
0.533328, 2.39073e-09, -8.20999e-10, -2.44727e-09, 4.53056e-10
0.566661, 2.66142e-09, -9.13887e-10, -3.07071e-09, 7.35068e-10
0.599994, 2.93547e-09, -1.00788e-09, -3.57992e-09, 9.98436e-10
0.633327, 3.21025e-09, -1.10209e-09, -3.96525e-09, 1.24266e-09
0.66666, 3.48311e-09, -1.19559e-09, -4.20955e-09, 1.46514e-09
0.699993, 3.75117e-09, -1.2874e-09, -4.30056e-09, 1.66409e-09
0.733326, 4.01158e-09, -1.37656e-09, -4.22512e-09, 1.83704e-09
0.766659, 4.2615e-09, -1.46211e-09, -3.97359e-09, 1.98187e-09
0.799992, 4.49805e-09, -1.54307e-09, -3.53774e-09, 2.09618e-09
0.833325, 4.71849e-09, -1.61853e-09, -2.91324e-09, 2.1779e-09
0.866658, 4.92023e-09, -1.68762e-09, -2.09901e-09, 2.22509e-09
0.899991, 5.10079e-09, -1.74951e-09, -1.09785e-09, 2.23608e-09
0.933324, 5.258e-09, -1.8035e-09, 8.27899e-11, 2.20972e-09
0.966657, 5.38991e-09, -1.84893e-09, 1.43184e-09, 2.14514e-09
0.99999, 5.49491e-09, -1.88528e-09, 2.93354e-09, 2.04213e-09
1.03332, 5.57177e-09, -1.91215e-09, 4.56836e-09, 1.90104e-09
1.06666, 5.61962e-09, -1.92925e-09, 6.31365e-09, 1.72273e-09
1.09999, 5.63796e-09, -1.93643e-09, 8.14318e-09, 1.50885e-09
1.13332, 5.62675e-09, -1.93366e-09, 1.00293e-08, 1.26147e-09
1.16665, 5.58636e-09, -1.92106e-09, 1.19423e-08, 9.8343e-10
1.19999, 5.51754e-09, -1.89888e-09, 1.38523e-08, 6.78028e-10
1.23332, 5.42148e-09, -1.86749e-09, 1.57293e-08, 3.49117e-10
1.26665, 5.29968e-09, -1.82739e-09, 1.75449e-08, 8.92647e-13
1.29999, 5.15403e-09, -1.77917e-09, 1.92719e-08, -3.61902e-10
1.33332, 4.98668e-09, -1.72355e-09, 2.08856e-08, -7.34331e-10
1.36665, 4.80002e-09, -1.66129e-09, 2.23643e-08, -1.1113e-09
1.39999, 4.59671e-09, -1.59326e-09, 2.36891e-08, -1.48736e-09
1.43332, 4.37947e-09, -1.52034e-09, 2.48451e-08, -1.85731e-09
1.46665, 4.15114e-09, -1.44349e-09, 2.58206e-08, -2.21583e-09
1.49998, 3.91466e-09, -1.36365e-09, 2.66071e-08, -2.55767e-09
1.53332, 3.67278e-09, -1.28177e-09, 2.72006e-08, -2.87821e-09
1.56665, 3.4284e-09, -1.1988e-09, 2.75989e-08, -3.17267e-09
1.59998, 3.18407e-09, -1.11561e-09, 2.78045e-08, -3.43731e-09
1.63332, 2.94235e-09, -1.03306e-09, 2.78212e-08, -3.66841e-09
1.66665, 2.70542e-09, -9.51914e-10, 2.76572e-08, -3.86345e-09
1.69998, 2.47536e-09, -8.72888e-10, 2.7321e-08, -4.02013e-09
1.73331, 2.25392e-09, -7.96588e-10, 2.68248e-08, -4.13726e-09
1.76665, 2.04251e-09, -7.23537e-10, 2.61815e-08, -4.21439e-09
1.79998, 1.84238e-09, -6.54161e-10, 2.54059e-08, -4.25178e-09
1.83331, 1.65434e-09, -5.88781e-10, 2.45136e-08, -4.25058e-09
1.86665, 1.47903e-09, -5.27638e-10, 2.35211e-08, -4.21261e-09
1.89998, 1.31677e-09, -4.70862e-10, 2.24453e-08, -4.14035e-09
1.93331, 1.16758e-09, -4.18506e-10, 2.13031e-08, -4.03691e-09
1.96665, 1.03141e-09, -3.70556e-10, 2.01117e-08, -3.90582e-09
1.99998, 9.07842e-10, -3.26907e-10, 1.88868e-08, -3.75079e-09
2.03331, 7.96439e-10, -2.87428e-10, 1.76449e-08, -3.57607e-09
2.06664, 6.9656e-10, -2.51915e-10, 1.63996e-08, -3.38553e-09
2.09998, 6.07497e-10, -2.20144e-10, 1.51651e-08, -3.18344e-09
2.13331, 5.2849e-10, -1.91867e-10, 1.39531e-08, -2.97359e-09
2.16664, 4.58677e-10, -1.66798e-10, 1.27748e-08, -2.75991e-09
2.19998, 3.97315e-10, -1.44691e-10, 1.16384e-08, -2.54545e-09
2.23331, 3.43537e-10, -1.25255e-10, 1.0552e-08, -2.33348e-09
2.26664, 2.96544e-10, -1.08217e-10, 9.52195e-09, -2.12671e-09
2.29998, 2.55685e-10, -9.33567e-11, 8.55131e-09, -1.92685e-09
2.33331, 2.20142e-10, -8.03938e-11, 7.64497e-09, -1.73636e-09
2.36664, 1.89356e-10, -6.91347e-11, 6.80318e-09, -1.55611e-09
2.39998, 1.62719e-10, -5.93703e-11, 6.02694e-09, -1.38722e-09
2.43331, 1.39696e-10, -5.09108e-11, 5.31597e-09, -1.23042e-09
2.46664, 1.19853e-10, -4.3607e-11, 4.66842e-09, -1.08585e-09
2.49997, 1.02709e-10, -3.72884e-11, 4.08275e-09, -9.53829e-10
2.53331, 8.7961e-11, -3.18459e-11, 3.55544e-09, -8.33854e-10
2.56664, 7.52437e-11, -2.7152e-11, 3.08394e-09, -7.258e-10
2.59997, 6.43418e-11, -2.31256e-11, 2.66375e-09, -6.28787e-10
2.63331, 5.49573e-11, -1.96629e-11, 2.29235e-09, -5.42585e-10
2.66664, 4.68665e-11, -1.66804e-11, 1.96528e-09, -4.66352e-10
2.69997, 3.99707e-11, -1.41419e-11, 1.67862e-09, -3.99172e-10
2.73331, 3.40312e-11, -1.19602e-11, 1.42833e-09, -3.40339e-10
2.76664, 2.89319e-11, -1.0093e-11, 1.21184e-09, -2.89333e-10
2.79997, 2.45805e-11, -8.5043e-12, 1.02398e-09, -2.4491e-10
2.8333, 2.08801e-11, -7.15908e-12, 8.63208e-10, -2.06795e-10
2.86664, 1.76857e-11, -6.00318e-12, 7.24784e-10, -1.73952e-10
2.89997, 1.49925e-11, -5.03409e-12, 6.07471e-10, -1.46042e-10
2.9333, 1.26905e-11, -4.21072e-12, 5.07315e-10, -1.22178e-10
2.96664, 1.07314e-11, -3.51467e-12, 4.22815e-10, -1.02028e-10
2.99997, 9.08936e-12, -2.93576e-12, 3.51384e-10, -8.49331e-11
3.0333, 7.66688e-12, -2.43854e-12, 2.91695e-10, -7.06875e-11
3.06664, 6.5015e-12, -2.03502e-12, 2.41594e-10, -5.86538e-11
3.09997, 5.48073e-12, -1.68486e-12, 1.99457e-10, -4.85648e-11
3.1333, 4.64976e-12, -1.40349e-12, 1.64979e-10, -4.02686e-11
3.16664, 3.92858e-12, -1.16219e-12, 1.36237e-10, -3.33697e-11
3.19997, 3.32975e-12, -9.64084e-13, 1.12075e-10, -2.75392e-11
3.2333, 2.82712e-12, -8.00694e-13, 9.25043e-11, -2.28142e-11
3.26663, 2.38048e-12, -6.57012e-13, 7.6347e-11, -1.89427e-11
3.29997, 2.03905e-12, -5.49957e-13, 6.29637e-11, -1.56728e-11
