6.92122e-310, 0, 0
0.033333, 0, 0
0.066666, 8.64253e-10, -6.34028e-08
0.099999, 1.25808e-08, -3.69198e-07
0.133332, 6.2579e-08, -1.19386e-06
0.166665, 2.02459e-07, -2.89634e-06
0.199998, 5.0994e-07, -5.90449e-06
0.233331, 1.09197e-06, -1.07023e-05
0.266664, 2.08376e-06, -1.78182e-05
0.299997, 3.64737e-06, -2.78134e-05
0.33333, 5.96739e-06, -4.12717e-05
0.366663, 9.24532e-06, -5.87896e-05
0.399996, 1.36923e-05, -8.09667e-05
0.433329, 1.9521e-05, -0.000108397
0.466662, 2.69376e-05, -0.000141661
0.499995, 3.6134e-05, -0.000181316
0.533328, 4.7282e-05, -0.000227891
0.566661, 6.05291e-05, -0.000281874
0.599994, 7.59967e-05, -0.000343707
0.633327, 9.3781e-05, -0.000413778
0.66666, 0.000113954, -0.000492408
0.699993, 0.000136568, -0.000579843
0.733326, 0.000161657, -0.000676248
0.766659, 0.000189236, -0.000781694
0.799992, 0.000219299, -0.000896156
0.833325, 0.000251815, -0.0010195
0.866658, 0.000286715, -0.00115149
0.899991, 0.000323882, -0.00129177
0.933324, 0.000363137, -0.00143987
0.966657, 0.000404234, -0.00159521
0.99999, 0.000446857, -0.00175706
1.03332, 0.000490625, -0.00192457
1.06666, 0.000535118, -0.00209671
1.09999, 0.00057991, -0.00227228
1.13332, 0.00062461, -0.00244986
1.16665, 0.000668927, -0.00262775
1.19999, 0.000712723, -0.00280399
1.23332, 0.000756073, -0.00297628
1.26665, 0.000799319, -0.00314198
1.29999, 0.000843104, -0.00329812
1.33332, 0.000888397, -0.0034414
1.36665, 0.000936492, -0.00356826
1.39999, 0.000988991, -0.00367493
1.43332, 0.00104777, -0.00375753
1.46665, 0.00111494, -0.00381216
1.49998, 0.00119277, -0.00383497
1.53332, 0.00128361, -0.00382226
1.56665, 0.00138986, -0.00377051
1.59998, 0.00151385, -0.00367642
1.63332, 0.00165777, -0.00353683
1.66665, 0.00182362, -0.00334866
1.69998, 0.0020131, -0.00310886
1.73332, 0.00222763, -0.00281421
1.76665, 0.00246822, -0.00246124
1.79998, 0.00273555, -0.00204608
1.83331, 0.00302987, -0.00156432
1.86665, 0.00335109, -0.00101098
1.89998, 0.00369874, -0.000380424
1.93331, 0.004072, 0.000333638
1.96665, 0.0044697, 0.0011381
1.99998, 0.00489022, 0.00204041
2.03331, 0.00533148, 0.00304861
2.06665, 0.00579562, 0.0041717
2.09998, 0.00628716, 0.0054197
2.13331, 0.00680791, 0.00680347
2.16664, 0.00735925, 0.0083346
2.19998, 0.00794155, 0.0100253
2.23331, 0.00855442, 0.0118882
2.26664, 0.00919643, 0.0139362
2.29998, 0.00986503, 0.0161823
2.33331, 0.0105564, 0.0186394
2.36664, 0.0112652, 0.0213198
2.39998, 0.0119847, 0.0242351
2.43331, 0.0127065, 0.0273956
2.46664, 0.0134208, 0.0308102
2.49997, 0.014116, 0.0344859
2.53331, 0.0147798, 0.0384272
2.56664, 0.0153987, 0.042636
2.59997, 0.0159586, 0.0471111
2.63331, 0.0164456, 0.0518478
2.66664, 0.0168464, 0.0568379
2.69997, 0.0171486, 0.0620696
2.73331, 0.017342, 0.0675271
2.76664, 0.0174185, 0.0731911
2.79997, 0.0173732, 0.079039
2.8333, 0.0172042, 0.0850449
2.86664, 0.0169133, 0.0911806
2.89997, 0.0165057, 0.0974154
2.9333, 0.0159898, 0.103718
2.96664, 0.015377, 0.110055
2.99997, 0.0146812, 0.116394
3.0333, 0.0139177, 0.122704
3.06664, 0.013103, 0.128953
3.09997, 0.0122538, 0.135113
3.1333, 0.0113862, 0.141156
3.16663, 0.0105156, 0.147058
3.19997, 0.00965566, 0.152799
3.2333, 0.00881818, 0.158359
3.26663, 0.00801307, 0.163723
3.29997, 0.0072481, 0.16888
3.3333, 0.006529, 0.173819
3.36663, 0.0058596, 0.178534
3.39997, 0.00524205, 0.183021
3.4333, 0.00467701, 0.187279
3.46663, 0.0041639, 0.191307
3.49996, 0.0037012, 0.195108
3.5333, 0.00328663, 0.198685
3.56663, 0.00291735, 0.202044
3.59996, 0.00259019, 0.205191
3.6333, 0.00230176, 0.208132
3.66663, 0.00204857, 0.210876
3.69996, 0.00182718, 0.21343
3.7333, 0.0016342, 0.215805
3.76663, 0.00146639, 0.218009
3.79996, 0.00132072, 0.22005
3.83329, 0.00119433, 0.221939
3.86663, 0.00108462, 0.223685
3.89996, 0.000989197, 0.225298
3.93329, 0.000905931, 0.226785
3.96663, 0.000832906, 0.228157
3.99996, 0.000768442, 0.229421
4.03329, 0.000711072, 0.230586
4.06663, 0.000659533, 0.231661
4.09996, 0.000612753, 0.232653
4.13329, 0.000569837, 0.233568
4.16662, 0.000530049, 0.234415
4.19996, 0.000492796, 0.2352
4.23329, 0.000457614, 0.235928
4.26662, 0.000424153, 0.236605
4.29996, 0.000392158, 0.237238
4.33329, 0.000361459, 0.237829
4.36662, 0.000331953, 0.238385
4.39996, 0.000303594, 0.23891
4.43329, 0.000276377, 0.239406
4.46662, 0.000250332, 0.239877
4.49995, 0.000225509, 0.240327
4.53329, 0.000201971, 0.240757
4.56662, 0.000179786, 0.241171
4.59995, 0.000159019, 0.241571
4.63329, 0.000139729, 0.241957
4.66662, 0.000121961, 0.242333
4.69995, 0.000105746, 0.242698
4.73329, 9.10949e-05, 0.243055
4.76662, 7.80024e-05, 0.243403
4.79995, 6.64416e-05, 0.243745
4.83328, 5.63674e-05, 0.244079
4.86662, 4.77167e-05, 0.244407
4.89995, 4.04106e-05, 0.244729
4.93328, 3.43562e-05, 0.245046
4.96662, 2.94496e-05, 0.245356
4.99995, 2.55783e-05, 0.24566
5.03328, 2.26244e-05, 0.245957
5.06662, 2.04671e-05, 0.246249
5.09995, 1.8986e-05, 0.246534
5.13328, 1.80628e-05, 0.246812
5.16661, 1.75845e-05, 0.247084
5.19995, 1.74447e-05, 0.247347
5.23328, 1.75454e-05, 0.247604
5.26661, 1.77986e-05, 0.247852
5.29995, 1.81266e-05, 0.248092
5.33328, 1.84633e-05, 0.248324
5.36661, 1.87537e-05, 0.248547
5.39995, 1.89542e-05, 0.248761
5.43328, 1.90322e-05, 0.248965
5.46661, 1.89653e-05, 0.249161
5.49994, 1.87407e-05, 0.249347
5.53328, 1.8354e-05, 0.249524
5.56661, 1.78085e-05, 0.249691
5.59994, 1.71135e-05, 0.249848
5.63328, 1.62838e-05, 0.249996
5.66661, 1.53378e-05, 0.250134
5.69994, 1.4297e-05, 0.250263
5.73328, 1.31844e-05, 0.250382
5.76661, 1.20242e-05, 0.250492
5.79994, 1.08401e-05, 0.250593
5.83327, 9.65506e-06, 0.250684
5.86661, 8.49068e-06, 0.250768
5.89994, 7.36638e-06, 0.250842
5.93327, 6.29922e-06, 0.250909
5.96661, 5.30356e-06, 0.250968
5.99994, 4.3909e-06, 0.251019
6.03327, 3.56985e-06, 0.251062
6.06661, 2.84609e-06, 0.251099
6.09994, 2.2226e-06, 0.251129
6.13327, 1.69971e-06, 0.251153
6.1666, 1.27545e-06, 0.251172
6.19994, 9.45731e-07, 0.251185
6.23327, 7.04725e-07, 0.251192
6.2666, 5.45139e-07, 0.251196
6.29994, 4.58562e-07, 0.251194
6.33327, 4.35784e-07, 0.251189
6.3666, 4.67106e-07, 0.251181
6.39994, 5.42638e-07, 0.251169
6.43327, 6.52559e-07, 0.251155
6.4666, 7.87361e-07, 0.251138
6.49993, 9.38052e-07, 0.251119
6.53327, 1.09633e-06, 0.251099
6.5666, 1.2547e-06, 0.251077
6.59993, 1.40661e-06, 0.251054
6.63327, 1.54649e-06, 0.251031
6.6666, 1.66979e-06, 0.251007
6.69993, 1.77298e-06, 0.250983
6.73327, 1.85355e-06, 0.250958
6.7666, 1.90995e-06, 0.250935
6.79993, 1.9415e-06, 0.250911
6.83326, 1.94836e-06, 0.250889
6.8666, 1.93139e-06, 0.250867
6.89993, 1.89207e-06, 0.250846
6.93326, 1.83238e-06, 0.250826
6.9666, 1.75473e-06, 0.250808
6.99993, 1.66177e-06, 0.250791
7.03326, 1.55637e-06, 0.250776
7.0666, 1.44149e-06, 0.250762
7.09993, 1.32006e-06, 0.250749
7.13326, 1.19496e-06, 0.250739
7.16659, 1.06889e-06, 0.250729
7.19993, 9.44354e-07, 0.250722
7.23326, 8.236e-07, 0.250716
7.26659, 7.08577e-07, 0.250712
7.29993, 6.00924e-07, 0.250709
7.33326, 5.0195e-07, 0.250708
7.36659, 4.12636e-07, 0.250708
7.39993, 3.33639e-07, 0.25071
7.43326, 2.65309e-07, 0.250713
7.46659, 2.0771e-07, 0.250717
7.49992, 1.60644e-07, 0.250722
7.53326, 1.23687e-07, 0.250729
7.56659, 9.62184e-08, 0.250736
7.59992, 7.74611e-08, 0.250745
7.63326, 6.65138e-08, 0.250754
7.66659, 6.23893e-08, 0.250764
7.69992, 6.40474e-08, 0.250774
7.73326, 7.04281e-08, 0.250785
7.76659, 8.04802e-08, 0.250797
7.79992, 9.31878e-08, 0.250808
7.83325, 1.07592e-07, 0.25082
7.86659, 1.22811e-07, 0.250833
7.89992, 1.38053e-07, 0.250845
7.93325, 1.52627e-07, 0.250857
7.96659, 1.6595e-07, 0.250869
7.99992, 1.7755e-07, 0.250881
8.03325, 1.87067e-07, 0.250893
8.06659, 1.94248e-07, 0.250904
8.09992, 1.98944e-07, 0.250916
8.13325, 2.01097e-07, 0.250926
8.16658, 2.0074e-07, 0.250936
8.19992, 1.97975e-07, 0.250946
8.23325, 1.92973e-07, 0.250955
8.26658, 1.85951e-07, 0.250964
8.29992, 1.77168e-07, 0.250972
8.33325, 1.66913e-07, 0.25098
8.36658, 1.55487e-07, 0.250987
8.39992, 1.432e-07, 0.250993
8.43325, 1.30358e-07, 0.250998
8.46658, 1.17257e-07, 0.251003
8.49991, 1.04172e-07, 0.251008
8.53325, 9.1355e-08, 0.251011
8.56658, 7.90294e-08, 0.251014
8.59991, 6.73864e-08, 0.251017
8.63325, 5.65829e-08, 0.251019
8.66658, 4.67416e-08, 0.25102
8.69991, 3.795e-08, 0.251021
8.73325, 3.02626e-08, 0.251021
8.76658, 2.3702e-08, 0.251021
8.79991, 1.82621e-08, 0.251021
8.83324, 1.39105e-08, 0.251019
8.86658, 1.05927e-08, 0.251018
8.89991, 8.23516e-09, 0.251016
8.93324, 6.74948e-09, 0.251014
8.96658, 6.03609e-09, 0.251012
8.99991, 5.98795e-09, 0.251009
9.03324, 6.49409e-09, 0.251006
9.06658, 7.44288e-09, 0.251003
9.09991, 8.72491e-09, 0.251
9.13324, 1.02356e-08, 0.250996
9.16657, 1.18774e-08, 0.250993
9.19991, 1.35613e-08, 0.250989
9.23324, 1.52087e-08, 0.250986
9.26657, 1.67516e-08, 0.250982
9.29991, 1.8134e-08, 0.250978
9.33324, 1.93112e-08, 0.250975
9.36657, 2.02504e-08, 0.250971
9.39991, 2.09299e-08, 0.250968
9.43324, 2.13383e-08, 0.250965
9.46657, 2.14739e-08, 0.250962
9.4999, 2.13436e-08, 0.250959
9.53324, 2.09617e-08, 0.250956
9.56657, 2.03486e-08, 0.250953
9.5999, 1.95295e-08, 0.25095
9.63324, 1.85334e-08, 0.250948
9.66657, 1.73919e-08, 0.250946
9.6999, 1.61375e-08, 0.250944
9.73324, 1.48032e-08, 0.250942
9.76657, 1.34214e-08, 0.25094
9.7999, 1.20228e-08, 0.250939
9.83323, 1.06358e-08, 0.250938
