6.92122e-310, 0, 0, 0
0.033333, 0, 0, 0
0.066666, 1.42108e-11, 2.13392e-12, -4.28708e-08
0.099999, 3.12162e-10, 6.01557e-11, -2.7145e-07
0.133332, 2.17996e-09, 5.26006e-10, -9.35463e-07
0.166665, 9.06324e-09, 2.64426e-09, -2.37813e-06
0.199998, 2.79021e-08, 9.5898e-09, -5.02555e-06
0.233331, 7.05577e-08, 2.8002e-08, -9.37778e-06
0.266664, 1.55262e-07, 7.00357e-08, -1.60013e-05
0.299997, 3.08065e-07, 1.55908e-07, -2.55228e-05
0.33333, 5.64273e-07, 3.16883e-07, -3.86234e-05
0.366663, 9.6989e-07, 5.98582e-07, -5.60341e-05
0.399996, 1.58309e-06, 1.06451e-06, -7.85319e-05
0.433329, 2.47574e-06, 1.79958e-06, -0.000106935
0.466662, 3.73493e-06, 2.91357e-06, -0.000142101
0.499995, 5.46453e-06, 4.54423e-06, -0.00018492
0.533328, 7.78656e-06, 6.85995e-06, -0.000236311
0.566661, 1.08423e-05, 1.0062e-05, -0.000297214
0.599994, 1.47924e-05, 1.43859e-05, -0.000368584
0.633327, 1.98166e-05, 2.01028e-05, -0.000451381
0.66666, 2.61107e-05, 2.75198e-05, -0.000546553
0.699993, 3.38821e-05, 3.69799e-05, -0.000655023
0.733326, 4.3342e-05, 4.88624e-05, -0.000777671
0.766659, 5.46938e-05, 6.35817e-05, -0.000915306
0.799992, 6.81176e-05, 8.15873e-05, -0.00106864
0.833325, 8.3751e-05, 0.000103362, -0.00123828
0.866658, 0.000101667, 0.000129421, -0.00142464
0.899991, 0.000121847, 0.000160308, -0.00162799
0.933324, 0.00014416, 0.000196594, -0.00184834
0.966657, 0.000168336, 0.000238866, -0.00208547
0.99999, 0.000193954, 0.000287726, -0.00233888
1.03332, 0.000220435, 0.000343776, -0.00260774
1.06666, 0.000247051, 0.000407607, -0.00289091
1.09999, 0.000272946, 0.000479785, -0.00318694
1.13332, 0.00029718, 0.000560836, -0.00349403
1.16665, 0.000318786, 0.000651235, -0.00381009
1.19999, 0.000336835, 0.000751387, -0.00413276
1.23332, 0.000350518, 0.000861624, -0.00445943
1.26665, 0.000359219, 0.0009822, -0.00478735
1.29999, 0.000362582, 0.0011133, -0.00511364
1.33332, 0.000360554, 0.00125504, -0.0054354
1.36665, 0.000353413, 0.00140751, -0.00574982
1.39999, 0.000341752, 0.00157079, -0.00605419
1.43332, 0.000326443, 0.001745, -0.00634604
1.46665, 0.00030857, 0.00193037, -0.00662323
1.49998, 0.000289333, 0.00212727, -0.00688394
1.53332, 0.000269958, 0.00233629, -0.0071268
1.56665, 0.000251597, 0.00255834, -0.00735087
1.59998, 0.000235246, 0.00279466, -0.00755572
1.63332, 0.000221686, 0.00304697, -0.00774135
1.66665, 0.000211455, 0.00331747, -0.00790824
1.69998, 0.000204849, 0.00360893, -0.00805731
1.73332, 0.000201949, 0.00392473, -0.00818984
1.76665, 0.000202672, 0.0042689, -0.00830742
1.79998, 0.000206833, 0.00464612, -0.00841192
1.83331, 0.000214203, 0.00506174, -0.00850537
1.86665, 0.000224563, 0.00552176, -0.00858991
1.89998, 0.000237741, 0.00603279, -0.00866768
1.93331, 0.000253633, 0.00660201, -0.00874079
1.96665, 0.000272199, 0.00723709, -0.00881122
1.99998, 0.000293445, 0.00794613, -0.00888078
2.03331, 0.000317391, 0.00873751, -0.00895102
2.06665, 0.000344187, 0.00961999, -0.00902323
2.09998, 0.000374087, 0.0106029, -0.00909836
2.13331, 0.000407263, 0.011696, -0.00917705
2.16664, 0.000443796, 0.0129096, -0.00925958
2.19998, 0.000483661, 0.0142546, -0.00934595
2.23331, 0.000526718, 0.0157419, -0.00943584
2.26664, 0.000572707, 0.0173828, -0.00952863
2.29998, 0.000621245, 0.0191889, -0.00962349
2.33331, 0.00067183, 0.0211715, -0.00971933
2.36664, 0.000723845, 0.0233418, -0.00981487
2.39998, 0.000776567, 0.0257105, -0.0099087
2.43331, 0.000829175, 0.0282876, -0.00999927
2.46664, 0.000880766, 0.0310822, -0.010085
2.49997, 0.000930366, 0.0341019, -0.0101642
2.53331, 0.000976957, 0.037353, -0.0102352
2.56664, 0.0010195, 0.0408395, -0.0102965
2.59997, 0.00105695, 0.0445633, -0.0103465
2.63331, 0.00108832, 0.0485235, -0.010384
2.66664, 0.00111269, 0.0527166, -0.0104077
2.69997, 0.00112928, 0.0571357, -0.0104166
2.73331, 0.00113745, 0.0617709, -0.01041
2.76664, 0.00113676, 0.0666086, -0.0103873
2.79997, 0.001127, 0.0716325, -0.0103483
2.8333, 0.00110822, 0.0768228, -0.0102931
2.86664, 0.00108069, 0.082157, -0.010222
