2.32359e-320, 0, 0, 0, 0, 0, 0
0.033333, 0, 0, 0, 0, 0, 0
0.066666, 0, -2.56948e-06, 0, -1.03095e-13, 0, 8.85444e-07
0.099999, 0, -1.75899e-05, 0, -2.73929e-12, 0, 4.32521e-06
0.133332, 0, -5.86256e-05, 0, -2.23667e-11, 0, 1.18288e-05
0.166665, 0, -0.000138805, 0, -1.04544e-10, 0, 2.47778e-05
0.199998, 0, -0.000271469, 0, -3.51394e-10, 0, 4.44372e-05
0.233331, 0, -0.000469517, 0, -9.48744e-10, 0, 7.19666e-05
0.266664, 0, -0.000745472, 0, -2.18981e-09, 0, 0.000108425
0.299997, 0, -0.00111127, 0, -4.49064e-09, 0, 0.000154775
0.33333, 0, -0.00157821, 0, -8.39314e-09, 0, 0.000211889
0.366663, 0, -0.00215688, 0, -1.45523e-08, 0, 0.000280547
0.399996, 0, -0.00285709, 0, -2.37052e-08, 0, 0.000361441
0.433329, 0, -0.00368785, 0, -3.66201e-08, 0, 0.000455176
0.466662, 0, -0.00465728, 0, -5.40251e-08, 0, 0.000562269
0.499995, 0, -0.00577261, 0, -7.65156e-08, 0, 0.000683149
0.533328, 0, -0.00704017, 0, -1.04443e-07, 0, 0.000818156
0.566661, 0, -0.0084653, 0, -1.37784e-07, 0, 0.000967539
0.599994, 0, -0.0100524, 0, -1.75996e-07, 0, 0.00113146
0.633327, 0, -0.0118048, 0, -2.17857e-07, 0, 0.00130998
0.66666, 0, -0.0137248, 0, -2.61298e-07, 0, 0.00150307
0.699993, 0, -0.0158137, 0, -3.0323e-07, 0, 0.00171061
0.733326, 0, -0.0180718, 0, -3.39372e-07, 0, 0.00193237
0.766659, 0, -0.0204981, 0, -3.64081e-07, 0, 0.00216805
0.799992, 0, -0.0230906, 0, -3.70198e-07, 0, 0.0024172
0.833325, 0, -0.0258463, 0, -3.48906e-07, 0, 0.00267932
0.866658, 0, -0.0287608, 0, -2.89614e-07, 0, 0.00295379
0.899991, 0, -0.0318288, 0, -1.79875e-07, 0, 0.00323988
0.933324, 0, -0.0350437, 0, -5.32915e-09, 0, 0.00353677
0.966657, 0, -0.0383979, 0, 2.50294e-07, 0, 0.00384355
0.99999, 0, -0.0418825, 0, 6.05139e-07, 0, 0.0041592
1.03332, 0, -0.0454877, 0, 1.07913e-06, 0, 0.00448261
1.06666, 0, -0.0492025, 0, 1.6938e-06, 0, 0.00481259
1.09999, 0, -0.0530148, 0, 2.4721e-06, 0, 0.00514785
1.13332, 0, -0.0569116, 0, 3.4381e-06, 0, 0.00548704
1.16665, 0, -0.0608789, 0, 4.61664e-06, 0, 0.00582873
1.19999, 0, -0.0649018, 0, 6.03294e-06, 0, 0.00617141
1.23332, 0, -0.0689644, 0, 7.71211e-06, 0, 0.00651353
1.26665, 0, -0.0730502, 0, 9.67863e-06, 0, 0.00685348
1.29999, 0, -0.0771422, 0, 1.19558e-05, 0, 0.00718961
1.33332, 0, -0.0812223, 0, 1.4565e-05, 0, 0.00752025
1.36665, 0, -0.0852725, 0, 1.75252e-05, 0, 0.00784371
1.39999, 0, -0.0892739, 0, 2.08522e-05, 0, 0.00815829
1.43332, 0, -0.0932078, 0, 2.45582e-05, 0, 0.00846228
1.46665, 0, -0.097055, 0, 2.86505e-05, 0, 0.00875403
1.49998, 0, -0.100797, 0, 3.31317e-05, 0, 0.00903188
1.53332, 0, -0.104413, 0, 3.79986e-05, 0, 0.00929424
1.56665, 0, -0.107887, 0, 4.32419e-05, 0, 0.00953958
1.59998, 0, -0.111199, 0, 4.88455e-05, 0, 0.00976642
1.63332, 0, -0.114332, 0, 5.47866e-05, 0, 0.00997339
1.66665, 0, -0.117269, 0, 6.10353e-05, 0, 0.0101592
1.69998, 0, -0.119993, 0, 6.75547e-05, 0, 0.0103227
1.73332, 0, -0.12249, 0, 7.43005e-05, 0, 0.0104629
1.76665, 0, -0.124746, 0, 8.1222e-05, 0, 0.0105787
1.79998, 0, -0.126747, 0, 8.82621e-05, 0, 0.0106696
1.83331, 0, -0.128482, 0, 9.53579e-05, 0, 0.0107348
1.86665, 0, -0.129942, 0, 0.000102442, 0, 0.0107739
1.89998, 0, -0.131117, 0, 0.000109441, 0, 0.0107867
1.93331, 0, -0.132002, 0, 0.000116283, 0, 0.010773
1.96665, 0, -0.132591, 0, 0.000122889, 0, 0.010733
1.99998, 0, -0.13288, 0, 0.000129183, 0, 0.0106668
2.03331, 0, -0.13287, 0, 0.000135091, 0, 0.010575
2.06665, 0, -0.132561, 0, 0.000140538, 0, 0.0104583
2.09998, 0, -0.131959, 0, 0.000145453, 0, 0.0103177
2.13331, 0, -0.131072, 0, 0.000149768, 0, 0.0101542
2.16664, 0, -0.129908, 0, 0.000153419, 0, 0.0099689
2.19998, 0, -0.128477, 0, 0.000156343, 0, 0.00976285
2.23331, 0, -0.12679, 0, 0.000158486, 0, 0.00953714
2.26664, 0, -0.124856, 0, 0.000159798, 0, 0.00929287
2.29998, 0, -0.122687, 0, 0.000160233, 0, 0.00903118
2.33331, 0, -0.120295, 0, 0.000159756, 0, 0.00875319
2.36664, 0, -0.117691, 0, 0.000158334, 0, 0.00846005
2.39998, 0, -0.114888, 0, 0.000155946, 0, 0.00815291
2.43331, 0, -0.111898, 0, 0.000152573, 0, 0.00783291
2.46664, 0, -0.108734, 0, 0.000148209, 0, 0.00750123
2.49997, 0, -0.105408, 0, 0.00014285, 0, 0.00715899
2.53331, 0, -0.101933, 0, 0.000136504, 0, 0.00680737
2.56664, 0, -0.0983229, 0, 0.000129182, 0, 0.00644748
2.59997, 0, -0.0945893, 0, 0.000120905, 0, 0.00608046
2.63331, 0, -0.0907457, 0, 0.000111699, 0, 0.00570743
2.66664, 0, -0.0868047, 0, 0.000101597, 0, 0.00532949
2.69997, 0, -0.0827793, 0, 9.06381e-05, 0, 0.00494772
2.73331, 0, -0.0786819, 0, 7.88667e-05, 0, 0.00456317
2.76664, 0, -0.074525, 0, 6.63321e-05, 0, 0.0041769
2.79997, 0, -0.070321, 0, 5.30885e-05, 0, 0.00378992
2.8333, 0, -0.0660819, 0, 3.91941e-05, 0, 0.00340322
2.86664, 0, -0.0618196, 0, 2.47109e-05, 0, 0.00301776
2.89997, 0, -0.0575456, 0, 9.70366e-06, 0, 0.00263448
