4.94066e-324, 1, 0, 0, 0, 0.12, 0, 0
0.016667, 1, 0, 0, 0, 0.12, 0, 0
0.033334, 1, 0, 2.63307e-07, 0, 0.12, 0, 1.39408e-08
0.050001, 1, 0, 1.4342e-06, 0, 0.12, 0, 8.90928e-08
0.066668, 1, 0, 4.29132e-06, 0, 0.12, 0, 3.09838e-07
0.083335, 1, 0, 9.61981e-06, 0, 0.12, 0, 7.94613e-07
0.100002, 1, 0, 1.81653e-05, 0, 0.12, 0, 1.69338e-06
0.116669, 1, 0, 3.06016e-05, 0, 0.12, 0, 3.18539e-06
0.133336, 1, 0, 4.75106e-05, 0, 0.12, 0, 5.47724e-06
0.150003, 1, 0, 6.93667e-05, 0, 0.12, 0, 8.80103e-06
0.16667, 1, 0, 9.65266e-05, 0, 0.12, 0, 1.34128e-05
0.183337, 1, 0, 0.000129221, 0, 0.12, 0, 1.95912e-05
0.200004, 1, 0, 0.00016755, 0, 0.12, 0, 2.76358e-05
0.216671, 1, 0, 0.000211477, 0, 0.12, 0, 3.78661e-05
0.233338, 1, 0, 0.000260831, 0, 0.12, 0, 5.06205e-05
0.250005, 1, 0, 0.000315301, 0, 0.12, 0, 6.62549e-05
0.266672, 1, 0, 0.000374437, 0, 0.12, 0, 8.51415e-05
0.283339, 1, 0, 0.000437653, 0, 0.12, 0, 0.000107668
0.300006, 1, 0, 0.000504228, 0, 0.12, 0, 0.000134237
0.316673, 1, 0, 0.000573306, 0, 0.12, 0, 0.000165264
0.33334, 1, 0, 0.000643907, 0, 0.12, 0, 0.000201175
0.350007, 1, 0, 0.000714921, 0, 0.12, 0, 0.00024241
0.366674, 1, 0, 0.000785125, 0, 0.12, 0, 0.000289417
0.383341, 1, 0, 0.000853183, 0, 0.119999, 0, 0.00034265
0.400008, 1, 0, 0.000917654, 0, 0.119999, 0, 0.000402572
0.416675, 1, 0, 0.000977003, 0, 0.119999, 0, 0.000469652
0.433342, 0.999999, 0, 0.00102961, 0, 0.119998, 0, 0.000544359
0.450009, 0.999999, 0, 0.00107379, 0, 0.119998, 0, 0.000627166
0.466676, 0.999999, 0, 0.00110779, 0, 0.119997, 0, 0.000718542
0.483343, 0.999999, 0, 0.00112981, 0, 0.119997, 0, 0.000818957
0.50001, 0.999999, 0, 0.00113803, 0, 0.119996, 0, 0.000928872
0.516677, 0.999999, 0, 0.00113061, 0, 0.119994, 0, 0.00104874
0.533344, 0.999999, 0, 0.0011057, 0, 0.119993, 0, 0.00117901
0.550011, 0.999999, 0, 0.00106151, 0, 0.119991, 0, 0.0013201
0.566678, 1, 0, 0.00099626, 0, 0.119989, 0, 0.00147243
0.583345, 1, 0, 0.000908256, 0, 0.119987, 0, 0.00163638
0.600012, 1, 0, 0.000795883, 0, 0.119984, 0, 0.00181234
0.616679, 1, 0, 0.000657641, 0, 0.11998, 0, 0.00200063
0.633346, 1, 0, 0.000492162, 0, 0.119976, 0, 0.00220156
0.650013, 1, 0, 0.000298239, 0, 0.119971, 0, 0.00241541
0.66668, 1, 0, 7.48452e-05, 0, 0.119966, 0, 0.00264242
0.683347, 1, 0, -0.000178839, 0, 0.119959, 0, 0.00288278
0.700014, 1, 0, -0.000463406, 0, 0.119952, 0, 0.00313664
0.716681, 1, 0, -0.000779196, 0, 0.119943, 0, 0.00340409
0.733348, 0.999999, 0, -0.00112628, 0, 0.119934, 0, 0.00368518
0.750015, 0.999999, 0, -0.00150443, 0, 0.119923, 0, 0.00397991
0.766682, 0.999998, 0, -0.00191312, 0, 0.11991, 0, 0.0042882
0.783349, 0.999997, 0, -0.00235149, 0, 0.119897, 0, 0.00460992
0.800016, 0.999996, 0, -0.00281836, 0, 0.119881, 0, 0.00494488
0.816683, 0.999995, 0, -0.00331219, 0, 0.119864, 0, 0.00529281
0.83335, 0.999993, 0, -0.00383111, 0, 0.119845, 0, 0.0056534
0.850017, 0.99999, 0, -0.00437287, 0, 0.119824, 0, 0.00602624
0.866684, 0.999988, 0, -0.00493489, 0, 0.119801, 0, 0.00641087
0.883351, 0.999985, 0, -0.00551425, 0, 0.119776, 0, 0.00680676
0.900018, 0.999981, 0, -0.00610769, 0, 0.119748, 0, 0.00721332
0.916685, 0.999977, 0, -0.00671164, 0, 0.119718, 0, 0.00762988
0.933352, 0.999973, 0, -0.00732223, 0, 0.119686, 0, 0.00805571
0.950019, 0.999968, 0, -0.00793534, 0, 0.119651, 0, 0.00849004
0.966686, 0.999963, 0, -0.0085466, 0, 0.119614, 0, 0.00893202
0.983353, 0.999958, 0, -0.00915143, 0, 0.119574, 0, 0.00938078
1.00002, 0.999952, 0, -0.00974511, 0, 0.119531, 0, 0.00983538
1.01669, 0.999947, 0, -0.0103228, 0, 0.119486, 0, 0.0102948
1.03335, 0.999941, 0, -0.0108795, 0, 0.119439, 0, 0.0107582
1.05002, 0.999935, 0, -0.0114104, 0, 0.119388, 0, 0.0112244
1.06669, 0.999929, 0, -0.0119106, 0, 0.119336, 0, 0.0116924
1.08335, 0.999923, 0, -0.0123752, 0, 0.11928, 0, 0.0121612
1.10002, 0.999918, 0, -0.0127996, 0, 0.119223, 0, 0.0126297
1.11669, 0.999913, 0, -0.0131793, 0, 0.119163, 0, 0.013097
1.13336, 0.999909, 0, -0.0135102, 0, 0.119101, 0, 0.0135619
1.15002, 0.999905, 0, -0.0137885, 0, 0.119037, 0, 0.0140237
1.16669, 0.999902, 0, -0.0140105, 0, 0.118972, 0, 0.0144812
1.18336, 0.9999, 0, -0.0141734, 0, 0.118904, 0, 0.0149337
1.20002, 0.999898, 0, -0.0142746, 0, 0.118835, 0, 0.0153803
1.21669, 0.999898, 0, -0.014312, 0, 0.118765, 0, 0.0158203
1.23336, 0.999898, 0, -0.0142841, 0, 0.118694, 0, 0.0162531
1.25002, 0.999899, 0, -0.0141901, 0, 0.118621, 0, 0.0166779
1.26669, 0.999902, 0, -0.0140297, 0, 0.118548, 0, 0.0170944
1.28336, 0.999905, 0, -0.0138033, 0, 0.118474, 0, 0.017502
1.30003, 0.999909, 0, -0.0135118, 0, 0.118399, 0, 0.0179006
1.31669, 0.999913, 0, -0.0131571, 0, 0.118324, 0, 0.0182898
1.33336, 0.999919, 0, -0.0127413, 0, 0.118249, 0, 0.0186696
1.35003, 0.999925, 0, -0.0122673, 0, 0.118173, 0, 0.0190399
1.36669, 0.999931, 0, -0.0117387, 0, 0.118097, 0, 0.0194009
1.38336, 0.999938, 0, -0.0111594, 0, 0.118021, 0, 0.0197526
1.40003, 0.999945, 0, -0.0105341, 0, 0.117944, 0, 0.0200954
1.41669, 0.999951, 0, -0.00986767, 0, 0.117868, 0, 0.0204297
1.43336, 0.999958, 0, -0.00916551, 0, 0.117792, 0, 0.0207558
1.45003, 0.999965, 0, -0.00843331, 0, 0.117715, 0, 0.0210742
1.4667, 0.999971, 0, -0.00767702, 0, 0.117638, 0, 0.0213856
1.48336, 0.999976, 0, -0.00690275, 0, 0.117561, 0, 0.0216904
1.50003, 0.999981, 0, -0.00611668, 0, 0.117484, 0, 0.0219895
1.5167, 0.999986, 0, -0.00532503, 0, 0.117406, 0, 0.0222834
1.53336, 0.99999, 0, -0.00453392, 0, 0.117328, 0, 0.0225729
1.55003, 0.999993, 0, -0.0037493, 0, 0.117249, 0, 0.0228586
1.5667, 0.999996, 0, -0.00297691, 0, 0.117169, 0, 0.0231413
1.58336, 0.999998, 0, -0.00222217, 0, 0.117089, 0, 0.0234217
1.60003, 0.999999, 0, -0.00149009, 0, 0.117007, 0, 0.0237004
1.6167, 1, 0, -0.000785246, 0, 0.116925, 0, 0.0239781
1.63337, 1, 0, -0.000111714, 0, 0.116841, 0, 0.0242552
1.65003, 1, 0, 0.000526998, 0, 0.116755, 0, 0.0245324
1.6667, 1, 0, 0.00112797, 0, 0.116668, 0, 0.02481
1.68337, 0.999999, 0, 0.00168892, 0, 0.11658, 0, 0.0250885
1.70003, 0.999998, 0, 0.00220818, 0, 0.116489, 0, 0.0253681
1.7167, 0.999997, 0, 0.00268476, 0, 0.116397, 0, 0.0256491
1.73337, 0.999995, 0, 0.00311832, 0, 0.116303, 0, 0.0259317
1.75003, 0.999994, 0, 0.00350914, 0, 0.116207, 0, 0.0262157
1.7667, 0.999993, 0, 0.0038581, 0, 0.116109, 0, 0.0265014
1.78337, 0.999992, 0, 0.0041667, 0, 0.11601, 0, 0.0267884
1.80004, 0.99999, 0, 0.00443693, 0, 0.115908, 0, 0.0270768
1.8167, 0.999989, 0, 0.0046713, 0, 0.115804, 0, 0.0273661
1.83337, 0.999988, 0, 0.00487273, 0, 0.115699, 0, 0.0276561
1.85004, 0.999988, 0, 0.0050445, 0, 0.115592, 0, 0.0279465
1.8667, 0.999987, 0, 0.00519021, 0, 0.115483, 0, 0.0282367
1.88337, 0.999986, 0, 0.00531366, 0, 0.115372, 0, 0.0285263
1.90004, 0.999986, 0, 0.00541882, 0, 0.11526, 0, 0.0288149
1.9167, 0.999985, 0, 0.00550974, 0, 0.115146, 0, 0.0291019
1.93337, 0.999985, 0, 0.00559048, 0, 0.115031, 0, 0.0293868
1.95004, 0.999984, 0, 0.00566504, 0, 0.114915, 0, 0.0296691
1.96671, 0.999984, 0, 0.00573728, 0, 0.114799, 0, 0.0299481
1.98337, 0.999983, 0, 0.00581089, 0, 0.114681, 0, 0.0302236
2.00004, 0.999983, 0, 0.00588932, 0, 0.114562, 0, 0.0304948
2.01671, 0.999982, 0, 0.00597571, 0, 0.114444, 0, 0.0307615
2.03337, 0.999982, 0, 0.0060729, 0, 0.114324, 0, 0.0310232
2.05004, 0.999981, 0, 0.0061834, 0, 0.114205, 0, 0.0312795
2.06671, 0.99998, 0, 0.0063095, 0, 0.114085, 0, 0.0315301
2.08337, 0.99998, 0, 0.00645316, 0, 0.113965, 0, 0.0317747
2.10004, 0.999978, 0, 0.00661599, 0, 0.113846, 0, 0.0320132
2.11671, 0.999977, 0, 0.00679923, 0, 0.113726, 0, 0.0322454
2.13338, 0.999976, 0, 0.00700372, 0, 0.113607, 0, 0.0324712
2.15004, 0.999974, 0, 0.00722991, 0, 0.113488, 0, 0.0326905
