4.94066e-324, 0, 1.88437e-07, 9.33308e-05
0.02, 5.64065e-06, 3.9446e-07, 7.86441e-05
0.04, 2.15317e-05, 1.92871e-06, 4.00055e-05
0.06, 4.58245e-05, 6.95794e-06, -2.36629e-05
0.08, 7.64568e-05, 1.82123e-05, -0.000111999
0.1, 0.000111494, 3.85542e-05, -0.000224088
0.12, 0.000149163, 7.06512e-05, -0.000358678
0.14, 0.000187858, 0.000116739, -0.000514262
0.16, 0.000226167, 0.000178461, -0.000689146
0.18, 0.000262891, 0.000256775, -0.000881503
0.2, 0.000297071, 0.000351915, -0.00108942
0.22, 0.000327994, 0.000463403, -0.00131095
0.24, 0.0003552, 0.000590092, -0.00154414
0.26, 0.000378467, 0.000730246, -0.00178708
0.28, 0.000397801, 0.00088164, -0.00203792
0.3, 0.000413408, 0.00104167, -0.0022949
0.32, 0.000425664, 0.00120747, -0.00255639
0.34, 0.00043508, 0.00137605, -0.00282088
0.36, 0.000442269, 0.0015444, -0.00308702
0.38, 0.00044791, 0.00170959, -0.00335363
0.4, 0.000452713, 0.00186891, -0.00361966
0.42, 0.000457386, 0.00201992, -0.00388426
0.44, 0.000462613, 0.00216052, -0.00414675
0.46, 0.000469026, 0.00228904, -0.00440658
0.48, 0.000477188, 0.00240423, -0.00466341
0.5, 0.000487583, 0.00250531, -0.004917
0.52, 0.000500602, 0.00259196, -0.0051673
0.54, 0.000516542, 0.00266433, -0.00541434
0.56, 0.000535606, 0.00272298, -0.0056583
0.58, 0.000557907, 0.00276887, -0.00589946
0.6, 0.000583467, 0.00280332, -0.00613816
0.62, 0.000612231, 0.00282794, -0.00637485
0.64, 0.000644074, 0.00284459, -0.00661001
0.66, 0.000678804, 0.00285531, -0.00684416
0.68, 0.000716174, 0.00286227, -0.00707786
0.7, 0.00075589, 0.0028677, -0.00731167
0.72, 0.000797614, 0.00287384, -0.00754614
0.74, 0.000840968, 0.00288289, -0.00778181
0.76, 0.000885541, 0.00289695, -0.00801916
0.78, 0.000930888, 0.00291799, -0.00825864
0.8, 0.00097653, 0.00294781, -0.00850065
0.82, 0.00102196, 0.00298801, -0.0087455
0.84, 0.00106663, 0.00303995, -0.00899341
0.86, 0.00110998, 0.00310475, -0.00924454
0.88, 0.00115141, 0.00318328, -0.00949893
0.9, 0.00119029, 0.00327614, -0.00975653
0.92, 0.00122597, 0.00338368, -0.0100172
0.94, 0.00125781, 0.00350597, -0.0102807
0.96, 0.00128514, 0.00364285, -0.0105466
0.98, 0.00130732, 0.00379392, -0.0108144
1, 0.00132371, 0.00395855, -0.0110838
1.02, 0.00133374, 0.0041359, -0.0113539
1.04, 0.00133688, 0.00432498, -0.0116242
1.06, 0.00133268, 0.0045246, -0.0118937
1.08, 0.0013208, 0.00473344, -0.0121618
1.1, 0.00130101, 0.00495008, -0.0124275
1.12, 0.00127319, 0.00517298, -0.0126899
1.14, 0.00123741, 0.00540054, -0.0129481
1.16, 0.00119385, 0.00563112, -0.0132013
1.18, 0.0011429, 0.00586302, -0.0134484
1.2, 0.00108509, 0.00609457, -0.0136886
1.22, 0.00102111, 0.00632409, -0.013921
1.24, 0.000951814, 0.00654991, -0.0141449
1.26, 0.000878186, 0.00677044, -0.0143594
1.28, 0.00080133, 0.00698415, -0.0145638
1.3, 0.000722437, 0.00718955, -0.0147576
1.32, 0.00064276, 0.00738529, -0.01494
1.34, 0.000563579, 0.00757008, -0.0151107
1.36, 0.000486164, 0.00774279, -0.0152692
1.38, 0.000411738, 0.00790236, -0.0154151
1.4, 0.000341442, 0.00804792, -0.0155482
1.42, 0.000276302, 0.00817871, -0.0156682
1.44, 0.000217196, 0.00829413, -0.0157751
1.46, 0.000164829, 0.00839372, -0.0158687
1.48, 0.000119713, 0.00847722, -0.0159492
1.5, 8.21545e-05, 0.0085445, -0.0160165
1.52, 5.22448e-05, 0.00859561, -0.0160709
1.54, 2.98656e-05, 0.00863077, -0.0161125
1.56, 1.46966e-05, 0.00865037, -0.0161418
1.58, 6.23219e-06, 0.00865497, -0.016159
1.6, 3.80476e-06, 0.00864528, -0.0161646
1.62, 6.61355e-06, 0.00862219, -0.0161592
1.64, 1.37578e-05, 0.00858672, -0.0161434
1.66, 2.42729e-05, 0.00854006, -0.0161177
1.68, 3.71675e-05, 0.00848349, -0.016083
1.7, 5.14611e-05, 0.00841845, -0.01604
1.72, 6.62192e-05, 0.00834646, -0.0159896
1.74, 8.05848e-05, 0.00826911, -0.0159327
1.76, 9.38066e-05, 0.00818809, -0.0158702
1.78, 0.000105261, 0.00810508, -0.0158032
1.8, 0.000114465, 0.00802183, -0.0157327
1.82, 0.000121091, 0.00794005, -0.0156597
1.84, 0.000124961, 0.00786143, -0.0155854
1.86, 0.000126051, 0.00778759, -0.0155107
1.88, 0.00012447, 0.00772008, -0.0154367
1.9, 0.000120456, 0.00766033, -0.0153645
1.92, 0.000114345, 0.00760967, -0.015295
1.94, 0.000106557, 0.00756925, -0.0152292
1.96, 9.75641e-05, 0.00754006, -0.015168
1.98, 8.78682e-05, 0.00752294, -0.0151121
2, 7.79753e-05, 0.0075185, -0.0150623
2.02, 6.83713e-05, 0.00752718, -0.0150193
2.04, 5.95055e-05, 0.00754924, -0.0149835
2.06, 5.17741e-05, 0.00758477, -0.0149554
2.08, 4.55015e-05, 0.0076337, -0.0149353
2.1, 4.0934e-05, 0.00769579, -0.0149236
2.12, 3.82345e-05, 0.00777068, -0.0149203
2.14, 3.74806e-05, 0.00785788, -0.0149254
2.16, 3.86656e-05, 0.00795677, -0.014939
2.18, 4.17024e-05, 0.00806666, -0.0149608
2.2, 4.64312e-05, 0.00818678, -0.0149907
2.22, 5.26283e-05, 0.0083163, -0.0150282
2.24, 6.00177e-05, 0.00845435, -0.0150731
2.26, 6.8284e-05, 0.00860005, -0.0151247
2.28, 7.70858e-05, 0.0087525, -0.0151827
2.3, 8.60701e-05, 0.00891078, -0.0152464
2.32, 9.48862e-05, 0.00907401, -0.0153152
2.34, 0.000103199, 0.00924132, -0.0153884
2.36, 0.000110699, 0.00941185, -0.0154654
2.38, 0.000117118, 0.00958478, -0.0155455
2.4, 0.000122231, 0.00975932, -0.0156279
2.42, 0.000125867, 0.0099347, -0.015712
2.44, 0.000127911, 0.0101102, -0.0157971
2.46, 0.000128307, 0.0102851, -0.0158826
2.48, 0.000127058, 0.0104588, -0.0159677
2.5, 0.000124221, 0.0106307, -0.0160519
2.52, 0.000119903, 0.0108001, -0.0161346
2.54, 0.000114256, 0.0109666, -0.0162153
2.56, 0.000107469, 0.0111296, -0.0162935
2.58, 9.97571e-05, 0.0112887, -0.0163687
2.6, 9.13562e-05, 0.0114434, -0.0164406
2.62, 8.25096e-05, 0.0115934, -0.0165088
2.64, 7.34612e-05, 0.0117385, -0.016573
2.66, 6.44463e-05, 0.0118783, -0.0166331
2.68, 5.56836e-05, 0.0120128, -0.0166887
2.7, 4.73691e-05, 0.0121417, -0.0167399
2.72, 3.96702e-05, 0.0122652, -0.0167865
2.74, 3.27224e-05, 0.0123832, -0.0168285
